first_surname,second_surname,name,team,race_time,gender,distance,style,category,date,event_time,Piscina Corta
gallo,,mia,C.N. Fuengirola,00:01:37.450000,fem,100,braza,alevin,2023-04-01,17:06:00,True
barranquero,barba,diana,C.N. Axarquia,00:01:39.520000,fem,100,braza,alevin,2023-04-01,17:06:00,True
millán,cózar,carla,C.N. Estepona,00:01:47.440000,fem,100,braza,alevin,2023-04-01,17:06:00,True
prause,coca,carla,C.N.Comarca Guadalhorce,00:01:47.650000,fem,100,braza,alevin,2023-04-01,17:06:00,True
rengifo,armenta,maría,C.N. Los Barrios,00:01:47.680000,fem,100,braza,alevin,2023-04-01,17:06:00,True
millet,senciales,celia,C.N. Axarquia,00:01:48.040000,fem,100,braza,alevin,2023-04-01,17:06:00,True
jimenez,rubio,lola,C.N. Los Barrios,00:01:48.380000,fem,100,braza,alevin,2023-04-01,17:06:00,True
kneale,,aimee,C.Kronos Natación Mijas,00:01:52.190000,fem,100,braza,alevin,2023-04-01,17:06:00,True
monge,aixela,valeria,C.D.N. Ciudad De Algeciras,00:01:55.350000,fem,100,braza,alevin,2023-04-01,17:06:00,True
perez,campos,noa,C.N. Torremolinos,00:01:56.170000,fem,100,braza,alevin,2023-04-01,17:06:00,True
boza,baez,daniela,C.N. Los Barrios,00:02:07.010000,fem,100,braza,alevin,2023-04-01,17:06:00,True
robles,romero,carlos,C.D.N. Sanlucar,00:01:21.670000,masc,100,libre,benjamin,2023-01-14,11:58:00,True
garcia,abellan,jose,Club Deportivo Waterpolo Jerez,00:01:25.840000,masc,100,libre,benjamin,2023-01-14,11:58:00,True
marquez,rodriguez,octavio,C.N. Cadiz,00:01:32.860000,masc,100,libre,benjamin,2023-01-14,11:58:00,True
jiménez,vidal,alberto,C.D.N. Sanlucar,00:01:35.430000,masc,100,libre,benjamin,2023-01-14,11:58:00,True
herrera,gallardo,nicolas,C.N. Portuense,00:01:35.840000,masc,100,libre,benjamin,2023-01-14,11:58:00,True
roman,de,rueda,Dkv Club Natacion Jerez,00:01:38.610000,masc,100,libre,benjamin,2023-01-14,11:58:00,True
gonzalez,prada,alonso,C.N. Portuense,00:01:38.880000,masc,100,libre,benjamin,2023-01-14,11:58:00,True
cabrera,rufian,pepe,C.N. Portuense,00:01:39.630000,masc,100,libre,benjamin,2023-01-14,11:58:00,True
pérez,macías,luca,C.N. Portuense,00:01:39.940000,masc,100,libre,benjamin,2023-01-14,11:58:00,True
redondo,chulian,alberto,C.N. San Roque,00:01:48.630000,masc,100,libre,benjamin,2023-01-14,11:58:00,True
caro,cuellar,hugo,C.N. Portuense,00:01:50.700000,masc,100,libre,benjamin,2023-01-14,11:58:00,True
barrajon,panao,daniel,C.N. Bahia De Cadiz,00:01:53.160000,masc,100,libre,benjamin,2023-01-14,11:58:00,True
bárcena,sánchez,guillermo,C.N. Bahia De Cadiz,00:01:59.280000,masc,100,libre,benjamin,2023-01-14,11:58:00,True
rodriguez,garcia,daniel,C.D.N. Ciudad De Algeciras,00:02:02.460000,masc,100,libre,benjamin,2023-01-14,11:58:00,True
luque,dominguez,alexis,C.N. Los Barrios,00:02:17.830000,masc,100,libre,benjamin,2023-01-14,11:58:00,True
redondo,paredes,miguel,C.N. Los Barrios,00:02:31.050000,masc,100,libre,benjamin,2023-01-14,11:58:00,True
peña,navarro,jimena,C.N. Cadiz,00:01:27.170000,fem,100,espalda,alevin,2023-05-27,12:43:00,True
rodríguez,suárez,daniela,C.N. Dos Hermanas,00:01:27.570000,fem,100,espalda,alevin,2023-05-27,12:43:00,True
menjibar,fandiño,carolina,C.N. Bahia De Cadiz,00:01:32.440000,fem,100,espalda,alevin,2023-05-27,12:43:00,True
alba,peña,lucia,Dkv Club Natacion Jerez,00:01:32.460000,fem,100,espalda,alevin,2023-05-27,12:43:00,True
monge,aixela,valeria,C.D.N. Ciudad De Algeciras,00:01:32.720000,fem,100,espalda,alevin,2023-05-27,12:43:00,True
zuasti,romero,paula,C.N. Portuense,00:01:33.370000,fem,100,espalda,alevin,2023-05-27,12:43:00,True
lozano,pérez,julia,C.N. Cadiz,00:01:33.530000,fem,100,espalda,alevin,2023-05-27,12:43:00,True
estevez,terroba,leire,C.N. San Fernando,00:01:35.910000,fem,100,espalda,alevin,2023-05-27,12:43:00,True
estrada,chávez,natalia,C.N. Puerto Real,00:01:36.940000,fem,100,espalda,alevin,2023-05-27,12:43:00,True
lópez,bermejo,victoria,C.N. Alcala,00:01:37.290000,fem,100,espalda,alevin,2023-05-27,12:43:00,True
antúnez,ruiz,elena,C.N. Los Barrios,00:01:40.010000,fem,100,espalda,alevin,2023-05-27,12:43:00,True
gonzález,borrego,ana,C.N. Caballa - Ciudad De Ceuta,00:01:40.830000,fem,100,espalda,alevin,2023-05-27,12:43:00,True
jimenez,martinez,claudia,C.N. San Fernando,00:01:41.660000,fem,100,espalda,alevin,2023-05-27,12:43:00,True
braza,ramos,julia,C.D.N. Sanlucar,00:01:43.390000,fem,100,espalda,alevin,2023-05-27,12:43:00,True
minaya,coello,elena,C.D.N. Ciudad De Algeciras,00:01:44.220000,fem,100,espalda,alevin,2023-05-27,12:43:00,True
del,cueto,godoy,C.N. Dos Hermanas,00:01:47.540000,fem,100,espalda,alevin,2023-05-27,12:43:00,True
ríos,pinilla,alejandra,C.N. Caballa - Ciudad De Ceuta,00:01:47.780000,fem,100,espalda,alevin,2023-05-27,12:43:00,True
caro,vega,marta,C.N. Portuense,00:01:47.820000,fem,100,espalda,alevin,2023-05-27,12:43:00,True
boza,baez,daniela,C.N. Los Barrios,00:01:49.500000,fem,100,espalda,alevin,2023-05-27,12:43:00,True
llavero,sanchez,elena,C.N. Puerto Real,00:01:55.130000,fem,100,espalda,alevin,2023-05-27,12:43:00,True
vera,romero,alicia,C.D.N. Sanlucar,00:02:00.140000,fem,100,espalda,alevin,2023-05-27,12:43:00,True
melguizo,sánchez,áfrica,C.N. Portuense,00:02:02.560000,fem,100,espalda,alevin,2023-05-27,12:43:00,True
jimenez,martinez,claudia,C.N. San Fernando,00:01:36.360000,fem,100,braza,alevin,2023-05-27,17:19:00,True
gavilán,gómez,claudia,C.N. Dos Hermanas,00:01:37.040000,fem,100,braza,alevin,2023-05-27,17:19:00,True
peña,navarro,jimena,C.N. Cadiz,00:01:41.830000,fem,100,braza,alevin,2023-05-27,17:19:00,True
morales,,adriana,Dkv Club Natacion Jerez,00:01:42.760000,fem,100,braza,alevin,2023-05-27,17:19:00,True
pastrana,uribe,julia,C.N. Portuense,00:01:43.670000,fem,100,braza,alevin,2023-05-27,17:19:00,True
reyes,garcía,álex,Dkv Club Natacion Jerez,00:01:43.850000,fem,100,braza,alevin,2023-05-27,17:19:00,True
lozano,pérez,julia,C.N. Cadiz,00:01:45.450000,fem,100,braza,alevin,2023-05-27,17:19:00,True
suarez,pajares,ana,C.N. Portuense,00:01:47.340000,fem,100,braza,alevin,2023-05-27,17:19:00,True
armendáriz,núñez,michelle,C.N. Puerto Real,00:01:49.710000,fem,100,braza,alevin,2023-05-27,17:19:00,True
zuasti,romero,paula,C.N. Portuense,00:01:50.700000,fem,100,braza,alevin,2023-05-27,17:19:00,True
minaya,coello,elena,C.D.N. Ciudad De Algeciras,00:01:51,fem,100,braza,alevin,2023-05-27,17:19:00,True
cabeza,alvarez,laura,C.N. Ubrique,00:01:51.440000,fem,100,braza,alevin,2023-05-27,17:19:00,True
borge,pando,emma,C.N. Alcala,00:01:57.130000,fem,100,braza,alevin,2023-05-27,17:19:00,True
llavero,sanchez,elena,C.N. Puerto Real,00:01:57.840000,fem,100,braza,alevin,2023-05-27,17:19:00,True
ali,marquez,maryam,C.D.N. Ciudad De Algeciras,00:01:58.700000,fem,100,braza,alevin,2023-05-27,17:19:00,True
preciado,vazquez,valeria,C.N. Los Barrios,00:02:00.270000,fem,100,braza,alevin,2023-05-27,17:19:00,True
boje,sancho,marina,C.N. Alcala,00:02:00.500000,fem,100,braza,alevin,2023-05-27,17:19:00,True
boza,baez,daniela,C.N. Los Barrios,00:02:02.920000,fem,100,braza,alevin,2023-05-27,17:19:00,True
gallego,alba,olivia,C.N. Ubrique,00:02:04.270000,fem,100,braza,alevin,2023-05-27,17:19:00,True
gonzález,borrego,ana,C.N. Caballa - Ciudad De Ceuta,00:02:04.810000,fem,100,braza,alevin,2023-05-27,17:19:00,True
vera,romero,alicia,C.D.N. Sanlucar,00:02:04.930000,fem,100,braza,alevin,2023-05-27,17:19:00,True
del,cueto,godoy,C.N. Dos Hermanas,00:02:14.070000,fem,100,braza,alevin,2023-05-27,17:19:00,True
lópez,galán,alejandro,C.N.Caballa - Ciudad De Ceuta,00:01:07.600000,masc,100,espalda,alevin,2023-04-15,10:15:00,True
garcia,carrasco,alejandro,C.N.Estepona,00:01:11.040000,masc,100,espalda,alevin,2023-04-15,10:15:00,True
pelaez,manzano,victor,C.N.San Fernando,00:01:11.630000,masc,100,espalda,alevin,2023-04-15,10:15:00,True
sanchez,garcia,alejandro,C.N.San Fernando,00:01:13.430000,masc,100,espalda,alevin,2023-04-15,10:15:00,True
bravo,villar,roberto,C.N.Bahia De Cadiz,00:01:13.970000,masc,100,espalda,alevin,2023-04-15,10:15:00,True
alabarce,manrique,ismael,C.N.Los Barrios,00:01:15.860000,masc,100,espalda,alevin,2023-04-15,10:15:00,True
gil,de,miguel,C.N.Los Barrios,00:01:17.850000,masc,100,espalda,alevin,2023-04-15,10:15:00,True
frias,hernandez,gabriel,C.KronosNatación Mijas,00:01:19.730000,masc,100,espalda,alevin,2023-04-15,10:15:00,True
teba,alcázar,luis,C.KronosNatación Mijas,00:01:20.080000,masc,100,espalda,alevin,2023-04-15,10:15:00,True
prats,silva,daniel,C.D.N.Sanlucar,00:01:21.050000,masc,100,espalda,alevin,2023-04-15,10:15:00,True
vela,bahamonde,eric,C.N.Bahia De Cadiz,00:01:23.850000,masc,100,espalda,alevin,2023-04-15,10:15:00,True
perez,mora,miguel,C.N.Cadiz,00:01:24.200000,masc,100,espalda,alevin,2023-04-15,10:15:00,True
varaksa,,siarhei,C.N.Estepona,00:01:24.590000,masc,100,espalda,alevin,2023-04-15,10:15:00,True
delaunay,,morgan,C.N.Los Barrios,00:01:25.070000,masc,100,espalda,alevin,2023-04-15,10:15:00,True
palmero,espinosa,jose,ClubDeportivo Waterpolo Jerez,00:01:27.580000,masc,100,espalda,alevin,2023-04-15,10:15:00,True
sousa,granja,ricardo,ClubNat. Melilla,00:01:28.230000,masc,100,espalda,alevin,2023-04-15,10:15:00,True
matres,casado,mario,C.N.Caballa - Ciudad De Ceuta,00:01:28.470000,masc,100,espalda,alevin,2023-04-15,10:15:00,True
fernandez,escarcena,hugo,C.D.N.Ciudad De Algeciras,00:01:29.800000,masc,100,espalda,alevin,2023-04-15,10:15:00,True
mera,santos,samuel,DkvClub Natacion Jerez,00:01:29.860000,masc,100,espalda,alevin,2023-04-15,10:15:00,True
escuer,rodriguez,dario,ClubDeportivo Waterpolo Jerez,00:01:30.020000,masc,100,espalda,alevin,2023-04-15,10:15:00,True
hernández,gómez,tayron,C.N.Puerto Real,00:01:32.800000,masc,100,espalda,alevin,2023-04-15,10:15:00,True
prian,perez,javier,DkvClub Natacion Jerez,00:01:32.990000,masc,100,espalda,alevin,2023-04-15,10:15:00,True
garcia,parrado,pablo,C.D.N.Sanlucar,00:01:24.260000,masc,100,libre,prebenjamin,2023-03-25,10:55:00,True
gonzalez,ford,henry,C.D.N.Ciudad De Algeciras,00:01:28.050000,masc,100,libre,prebenjamin,2023-03-25,10:55:00,True
reinado,hurtado,leandro,DkvClub Natacion Jerez,00:01:37.230000,masc,100,libre,prebenjamin,2023-03-25,10:55:00,True
palmero,espinosa,alejandro,ClubDeportivo Waterpolo Jerez,00:01:41.110000,masc,100,libre,prebenjamin,2023-03-25,10:55:00,True
marquina,fernandez,victor,C.D.N.Sanlucar,00:01:41.200000,masc,100,libre,prebenjamin,2023-03-25,10:55:00,True
olmedo,grosso,pablo,C.N.Puerto Real,00:01:41.210000,masc,100,libre,prebenjamin,2023-03-25,10:55:00,True
valle,garcia,juan,C.N.San Fernando,00:01:41.900000,masc,100,libre,prebenjamin,2023-03-25,10:55:00,True
calvente,sanchez,fernando,C.N.San Roque,00:01:42.750000,masc,100,libre,prebenjamin,2023-03-25,10:55:00,True
barranco,molina,nacho,C.N.Portuense,00:01:46.240000,masc,100,libre,prebenjamin,2023-03-25,10:55:00,True
cabrera,rufian,alvaro,C.N.Portuense,00:01:49.960000,masc,100,libre,prebenjamin,2023-03-25,10:55:00,True
verdejo,jaén,javier,C.N.Los Barrios,00:01:50.810000,masc,100,libre,prebenjamin,2023-03-25,10:55:00,True
mielcarek,,alexander,C.N.San Roque,00:01:53.690000,masc,100,libre,prebenjamin,2023-03-25,10:55:00,True
silva,vega,ernesto,C.D.N.Sanlucar,00:01:57.140000,masc,100,libre,prebenjamin,2023-03-25,10:55:00,True
escalante,castilla,lorenzo,C.N.Portuense,00:01:57.800000,masc,100,libre,prebenjamin,2023-03-25,10:55:00,True
cózar,duarte,juan,C.N.Los Barrios,00:02:02.560000,masc,100,libre,prebenjamin,2023-03-25,10:55:00,True
zambrana,yermolovich,raul,C.N.Bahia De Cadiz,00:02:04.970000,masc,100,libre,prebenjamin,2023-03-25,10:55:00,True
gonzalez,martin,abel,C.N.San Fernando,00:02:11.670000,masc,100,libre,prebenjamin,2023-03-25,10:55:00,True
marin,montes,de,C.D.N. Ciudad De Algeciras,00:01:06.110000,fem,100,espalda,infantil,2023-04-15,10:22:00,True
dobos,,dalma,C.Kronos Natación Mijas,00:01:09.630000,fem,100,espalda,infantil,2023-04-15,10:22:00,True
pavon,soto,diana,C.N. Bahia De Cadiz,00:01:09.640000,fem,100,espalda,infantil,2023-04-15,10:22:00,True
griffioen,marquez,laura,C.N. Bahia De Cadiz,00:01:12.530000,fem,100,espalda,infantil,2023-04-15,10:22:00,True
maldonado,escalona,maria,C.N. Los Barrios,00:01:12.890000,fem,100,espalda,infantil,2023-04-15,10:22:00,True
cruz,valero,maria,C.N. San Fernando,00:01:14.430000,fem,100,espalda,infantil,2023-04-15,10:22:00,True
moreno,bustos,maria,C.D.N. Ciudad De Algeciras,00:01:14.900000,fem,100,espalda,infantil,2023-04-15,10:22:00,True
burrueco,reyero,rebeca,C.N. San Roque,00:01:14.920000,fem,100,espalda,infantil,2023-04-15,10:22:00,True
de,diego,moreno,C.N. San Fernando,00:01:15.720000,fem,100,espalda,infantil,2023-04-15,10:22:00,True
buscató,sánchez,mara,C.N. Los Barrios,00:01:16.920000,fem,100,espalda,infantil,2023-04-15,10:22:00,True
lozano,mandesis,irene,C.N. Los Barrios,00:01:17.400000,fem,100,espalda,infantil,2023-04-15,10:22:00,True
pardo,contreras,cristina,Fusion Colombino-Lepe,00:01:17.960000,fem,100,espalda,infantil,2023-04-15,10:22:00,True
garcía,diaz-crespo,itziar,C.N. Cadiz,00:01:18.860000,fem,100,espalda,infantil,2023-04-15,10:22:00,True
becerra,cantero,elena,C.N. Los Barrios,00:01:18.990000,fem,100,espalda,infantil,2023-04-15,10:22:00,True
martin,martin,aitana,C.N. Los Barrios,00:01:19.300000,fem,100,espalda,infantil,2023-04-15,10:22:00,True
calvo,benitez,claudia,C.D.N. Sanlucar,00:01:23.560000,fem,100,espalda,infantil,2023-04-15,10:22:00,True
mancebo,sanchez,paula,C.N. Los Barrios,00:01:24.040000,fem,100,espalda,infantil,2023-04-15,10:22:00,True
guisado,ferrari,noah,C.N. Cadiz,00:01:24.680000,fem,100,espalda,infantil,2023-04-15,10:22:00,True
perez,pato,lucia,C.N. Estepona,00:01:25.170000,fem,100,espalda,infantil,2023-04-15,10:22:00,True
gallardo,salguero,blanca,C.N. Puerto Real,00:01:26.980000,fem,100,espalda,infantil,2023-04-15,10:22:00,True
godoy,,pilar,C.N. Estepona,00:01:27.130000,fem,100,espalda,infantil,2023-04-15,10:22:00,True
mckenna,smith,charlotte,C.Kronos Natación Mijas,00:01:27.350000,fem,100,espalda,infantil,2023-04-15,10:22:00,True
seregin,,leon,C.N.Los Barrios,00:01:03.740000,masc,100,espalda,infantil,2023-05-27,12:55:00,True
merino,rodriguez,yeison,C.N.Portuense,00:01:04.100000,masc,100,espalda,infantil,2023-05-27,12:55:00,True
gilabert,ramirez,nicolas,C.N.Portuense,00:01:06.330000,masc,100,espalda,infantil,2023-05-27,12:55:00,True
ruiz,manga,oscar,C.D.N.Sanlucar,00:01:06.410000,masc,100,espalda,infantil,2023-05-27,12:55:00,True
virues,alba,guillermo,C.N.San Fernando,00:01:10.940000,masc,100,espalda,infantil,2023-05-27,12:55:00,True
jarillo,pineda,adrian,C.N.San Roque,00:01:13.080000,masc,100,espalda,infantil,2023-05-27,12:55:00,True
angulo,piñero,juan,C.N.Cadiz,00:01:13.340000,masc,100,espalda,infantil,2023-05-27,12:55:00,True
tuñon,vazquez,juan,C.N.Portuense,00:01:14.240000,masc,100,espalda,infantil,2023-05-27,12:55:00,True
ledesma,,gabriel,C.N.Estepona,00:01:14.630000,masc,100,espalda,infantil,2023-05-27,12:55:00,True
de,la,rubia,C.N.Los Barrios,00:01:14.680000,masc,100,espalda,infantil,2023-05-27,12:55:00,True
pastoril,ibañez,adai,C.N.Bahia De Cadiz,00:01:15.430000,masc,100,espalda,infantil,2023-05-27,12:55:00,True
eizaga,garcia,ramon,C.N.Cadiz,00:01:17.170000,masc,100,espalda,infantil,2023-05-27,12:55:00,True
redondo,zamora,antonio,C.D.N.Ciudad De Algeciras,00:01:17.530000,masc,100,espalda,infantil,2023-05-27,12:55:00,True
lobo,becerra,ivan,C.N.Ubrique,00:01:19.550000,masc,100,espalda,infantil,2023-05-27,12:55:00,True
gomez,alcalá,vicente,C.N.Caballa - Ciudad De Ceuta,00:01:22.710000,masc,100,espalda,infantil,2023-05-27,12:55:00,True
garcía,postigo,antonio,C.N.Dos Hermanas,00:01:23.280000,masc,100,espalda,infantil,2023-05-27,12:55:00,True
garcia,lozano,alberto,C.N.Bahia De Cadiz,00:01:26.550000,masc,100,espalda,infantil,2023-05-27,12:55:00,True
barroso,martin,samuel,C.N.Estepona,00:01:28.130000,masc,100,espalda,infantil,2023-05-27,12:55:00,True
romero,marquez,antonio,C.N.Puerto Real,00:01:31.280000,masc,100,espalda,infantil,2023-05-27,12:55:00,True
fernandez,jarillo,claudio,C.N.Ubrique,00:01:35.780000,masc,100,espalda,infantil,2023-05-27,12:55:00,True
fernandez,roman,raul,C.N. Dos Hermanas,00:01:07.890000,masc,100,mariposa,alevin,2023-05-27,10:52:00,True
rodriguez,lopez,david,C.D.N. Sanlucar,00:01:08.210000,masc,100,mariposa,alevin,2023-05-27,10:52:00,True
pelaez,manzano,ivan,C.N. San Fernando,00:01:11.800000,masc,100,mariposa,alevin,2023-05-27,10:52:00,True
amado,perez,yerai,C.N. San Fernando,00:01:12.300000,masc,100,mariposa,alevin,2023-05-27,10:52:00,True
jimenez,romay,victor,C.N. Portuense,00:01:17.470000,masc,100,mariposa,alevin,2023-05-27,10:52:00,True
martinez,gonzalez,alvaro,C.N. Los Barrios,00:01:17.560000,masc,100,mariposa,alevin,2023-05-27,10:52:00,True
gomez,garcia,samuel,C.D.N. Ciudad De Algeciras,00:01:17.900000,masc,100,mariposa,alevin,2023-05-27,10:52:00,True
gilabert,ramírez,rafael,C.N. Portuense,00:01:18.740000,masc,100,mariposa,alevin,2023-05-27,10:52:00,True
lopez,contreras,antonio,Dkv Club Natacion Jerez,00:01:19.390000,masc,100,mariposa,alevin,2023-05-27,10:52:00,True
eizaga,garcia,bruno,C.N. Cadiz,00:01:21.980000,masc,100,mariposa,alevin,2023-05-27,10:52:00,True
amaya,perez,pablo,C.N. Ubrique,00:01:22.550000,masc,100,mariposa,alevin,2023-05-27,10:52:00,True
moreno,moreno,gonzalo,C.N. Dos Hermanas,00:01:25.690000,masc,100,mariposa,alevin,2023-05-27,10:52:00,True
barrientos,durbán,javier,C.N. Portuense,00:01:27.340000,masc,100,mariposa,alevin,2023-05-27,10:52:00,True
hickey,ayuso,patrick,C.N. Alcala,00:01:28.360000,masc,100,mariposa,alevin,2023-05-27,10:52:00,True
leonsegui,arcusa,miguel,C.N. Cadiz,00:01:29.420000,masc,100,mariposa,alevin,2023-05-27,10:52:00,True
caro,salva,alejandro,C.N. Portuense,00:01:32.810000,masc,100,mariposa,alevin,2023-05-27,10:52:00,True
romero,perez,gonzalo,C.N. Puerto Real,00:01:35.310000,masc,100,mariposa,alevin,2023-05-27,10:52:00,True
budía,cadenas,rafael,C.N. Alcala,00:01:36.110000,masc,100,mariposa,alevin,2023-05-27,10:52:00,True
jiménez,rubio,juan,C.N. Los Barrios,00:01:47.090000,masc,100,mariposa,alevin,2023-05-27,10:52:00,True
molina,torres,mario,C.D.N. Ciudad De Algeciras,00:02:01.290000,masc,100,mariposa,alevin,2023-05-27,10:52:00,True
toro,palomino,david,C.N. Caballa - Ciudad De Ceuta,00:02:06.390000,masc,100,mariposa,alevin,2023-05-27,10:52:00,True
pavon,soto,diana,C.N. Bahia De Cadiz,00:01:03.440000,fem,100,libre,infantil,2023-04-15,16:28:00,True
corrales,lopez,esther,C.N. Los Barrios,00:01:04.320000,fem,100,libre,infantil,2023-04-15,16:28:00,True
griffioen,marquez,laura,C.N. Bahia De Cadiz,00:01:04.610000,fem,100,libre,infantil,2023-04-15,16:28:00,True
moreno,bustos,maria,C.D.N. Ciudad De Algeciras,00:01:06.500000,fem,100,libre,infantil,2023-04-15,16:28:00,True
zaragoza,varón,diana,C.Kronos Natación Mijas,00:01:07.220000,fem,100,libre,infantil,2023-04-15,16:28:00,True
de,diego,moreno,C.N. San Fernando,00:01:07.290000,fem,100,libre,infantil,2023-04-15,16:28:00,True
cruz,valero,maria,C.N. San Fernando,00:01:08.230000,fem,100,libre,infantil,2023-04-15,16:28:00,True
zapata,villabrille,paula,C.N. San Roque,00:01:08.610000,fem,100,libre,infantil,2023-04-15,16:28:00,True
salazar,quiroga,mar,G.N. Sevilla ,00:01:10.220000,fem,100,libre,infantil,2023-04-15,16:28:00,True
lozano,mandesis,irene,C.N. Los Barrios,00:01:10.760000,fem,100,libre,infantil,2023-04-15,16:28:00,True
garcía,diaz-crespo,itziar,C.N. Cadiz,00:01:11.730000,fem,100,libre,infantil,2023-04-15,16:28:00,True
palma,vidal,daniela,C.N. San Roque,00:01:11.740000,fem,100,libre,infantil,2023-04-15,16:28:00,True
romero,adame,sandra,C.N. Estepona,00:01:12.430000,fem,100,libre,infantil,2023-04-15,16:28:00,True
calvo,benitez,claudia,C.D.N. Sanlucar,00:01:12.660000,fem,100,libre,infantil,2023-04-15,16:28:00,True
becerra,cantero,elena,C.N. Los Barrios,00:01:13.030000,fem,100,libre,infantil,2023-04-15,16:28:00,True
alvarez,rodriguez,ana,C.N. Los Barrios,00:01:13.690000,fem,100,libre,infantil,2023-04-15,16:28:00,True
sanz,muñoz,mirian,C.D.N. Ciudad De Algeciras,00:01:13.850000,fem,100,libre,infantil,2023-04-15,16:28:00,True
romero,moreno,marta,C.D.N. Sanlucar,00:01:13.900000,fem,100,libre,infantil,2023-04-15,16:28:00,True
mancebo,sanchez,paula,C.N. Los Barrios,00:01:14.510000,fem,100,libre,infantil,2023-04-15,16:28:00,True
guisado,ferrari,noah,C.N. Cadiz,00:01:15.550000,fem,100,libre,infantil,2023-04-15,16:28:00,True
gallardo,salguero,blanca,C.N. Puerto Real,00:01:19.800000,fem,100,libre,infantil,2023-04-15,16:28:00,True
godoy,,pilar,C.N. Estepona,00:01:20.840000,fem,100,libre,infantil,2023-04-15,16:28:00,True
mena,orozco,carlota,C.D.N. Sanlucar,00:01:23.400000,fem,100,braza,alevin,2023-04-15,17:04:00,True
monge,aixela,alexia,C.D.N. Ciudad De Algeciras,00:01:26.790000,fem,100,braza,alevin,2023-04-15,17:04:00,True
mateo,gómez,alba,C.N. Estepona,00:01:30.420000,fem,100,braza,alevin,2023-04-15,17:04:00,True
escobar,cherbuy,clara,C.N. Los Barrios,00:01:32.210000,fem,100,braza,alevin,2023-04-15,17:04:00,True
redondo,zamora,paloma,C.D.N. Ciudad De Algeciras,00:01:36.800000,fem,100,braza,alevin,2023-04-15,17:04:00,True
garcía,pérez,elena,C.N.La Salle-Melilla,00:01:40.450000,fem,100,braza,alevin,2023-04-15,17:04:00,True
bravo,villar,marcela,C.N. Bahia De Cadiz,00:01:40.960000,fem,100,braza,alevin,2023-04-15,17:04:00,True
mohamed,mimun,selma,Club Nat. Melilla,00:01:42.860000,fem,100,braza,alevin,2023-04-15,17:04:00,True
estrada,chávez,natalia,C.N. Puerto Real,00:01:42.880000,fem,100,braza,alevin,2023-04-15,17:04:00,True
martinez,juarez,maria,Club Nat. Melilla,00:01:43.230000,fem,100,braza,alevin,2023-04-15,17:04:00,True
pratt,del,cid,C.N. Estepona,00:01:45.110000,fem,100,braza,alevin,2023-04-15,17:04:00,True
peña,navarro,jimena,C.N. Cadiz,00:01:45.320000,fem,100,braza,alevin,2023-04-15,17:04:00,True
kneale,,aimee,C.Kronos Natación Mijas,00:01:48.050000,fem,100,braza,alevin,2023-04-15,17:04:00,True
rengifo,armenta,maría,C.N. Los Barrios,00:01:48.310000,fem,100,braza,alevin,2023-04-15,17:04:00,True
estevez,terroba,leire,C.N. San Fernando,00:01:48.640000,fem,100,braza,alevin,2023-04-15,17:04:00,True
martín,guerra,andrea,C.Kronos Natación Mijas,00:01:49.740000,fem,100,braza,alevin,2023-04-15,17:04:00,True
alba,peña,lucia,Dkv Club Natacion Jerez,00:01:52.650000,fem,100,braza,alevin,2023-04-15,17:04:00,True
antúnez,ruiz,elena,C.N. Los Barrios,00:01:53.600000,fem,100,braza,alevin,2023-04-15,17:04:00,True
zarco,terradillos,alejandra,C.N.La Salle-Melilla,00:01:53.610000,fem,100,braza,alevin,2023-04-15,17:04:00,True
armendáriz,núñez,michelle,C.N. Puerto Real,00:01:57.890000,fem,100,braza,alevin,2023-04-15,17:04:00,True
rabinowitz,,emanuelle,C.N. Los Barrios,00:01:58.060000,fem,100,braza,alevin,2023-04-15,17:04:00,True
prian,perez,paula,Dkv Club Natacion Jerez,00:01:58.300000,fem,100,braza,alevin,2023-04-15,17:04:00,True
ruz,alcaide,virginia,Dkv Club Natacion Jerez,00:01:06.800000,fem,100,libre,alevin,2023-04-15,16:16:00,True
escobar,cherbuy,clara,C.N. Los Barrios,00:01:07.640000,fem,100,libre,alevin,2023-04-15,16:16:00,True
quirós,calderón,daniela,C.D.N. Sanlucar,00:01:08.720000,fem,100,libre,alevin,2023-04-15,16:16:00,True
garcia,rubio,aitana,C.Kronos Natación Mijas,00:01:10.940000,fem,100,libre,alevin,2023-04-15,16:16:00,True
diaz,gonzalez,alicia,C.D.N. Ciudad De Algeciras,00:01:13.640000,fem,100,libre,alevin,2023-04-15,16:16:00,True
bravo,villar,marcela,C.N. Bahia De Cadiz,00:01:14.590000,fem,100,libre,alevin,2023-04-15,16:16:00,True
moreno,bustos,claudia,C.D.N. Ciudad De Algeciras,00:01:14.970000,fem,100,libre,alevin,2023-04-15,16:16:00,True
mateo,gómez,alba,C.N. Estepona,00:01:15.670000,fem,100,libre,alevin,2023-04-15,16:16:00,True
flores,esteso,jimena,Club Nat. Melilla,00:01:15.700000,fem,100,libre,alevin,2023-04-15,16:16:00,True
utrera,garcia,maria,C.N. Cadiz,00:01:15.920000,fem,100,libre,alevin,2023-04-15,16:16:00,True
núñez,hormigo,julia,C.N. Estepona,00:01:16.340000,fem,100,libre,alevin,2023-04-15,16:16:00,True
potter,,annabel,C.Kronos Natación Mijas,00:01:16.550000,fem,100,libre,alevin,2023-04-15,16:16:00,True
